ID|FirstName|LastName|AuthorInfo|Quotation|Subject
1045|Og|Mandino|1923-1996, American Motivational Author,  Speaker|Always do your best. What you plant now, you will harvest later.|Excellence
1046|Og|Mandino|1923-1996, American Motivational Author,  Speaker|Deliver more than you are getting paid to do. The victory of success will be half won when you learn the secret of putting out more than is expected in all that you do. Make yourself so valuable in your work that eventually you will become indispensable.|Excellence
1047|Og|Mandino|1923-1996, American Motivational Author,  Speaker|The person who knows one thing and does it better than anyone else, even if it only be the art of raising lentils, receives the crown he merits. If he raises all his energy to that end, he is a benefactor of mankind and its rewarded as such.|Excellence
1048|Og|Mandino|1923-1996, American Motivational Author,  Speaker|Today, and every day, deliver more than you are getting paid to do. The victory of success will be half won when you learn the secret of putting out more than is expected in all that you do. Make yourself so valuable in your work that eventually you will become indispensable. Exercise your privilege to go the extra mile, and enjoy all the rewards you receive. You deserve them!|Excellence
1049|Katherine|Mansfield|1888-1923, New Zealand-born British Author|I want to be all that I am capable of becoming.|Excellence
1050|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Doing common things uncommonly well.|Excellence
1051|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Great men are but common men more fully developed and ripened.|Excellence
1052|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|It is just the little difference between the good and the best that makes the difference between the artist and the artisan. It is just the little touches after the average man would quit that makes the master's fame.|Excellence
1053|Og|Mandino|1923-1996, American Motivational Author,  Speaker|One of the great undiscovered joys of life comes from doing everything one attempts to the best of one's ability. There is a special sense of satisfaction, a pride in surveying such a work, a work which is rounded, full, exact, complete in its parts, which the superficial person who leaves his or her work in a slovenly, slipshod, half-finished condition, can never know. It is this conscientious completeness which turns any work into art. The smallest task, well done, becomes a miracle of achievement.|Excellence
1054|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|It is those who have this imperative demand for the best in their natures, and who will accept nothing short of it, that holds the banners of progress, that set the standards, the ideals, for others.|Excellence
1055|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Just make up your mind at the very outset that your work is going to stand for quality... that you are going to stamp a superior quality upon everything that goes out of your hands, that whatever you do shall bear the hall-mark of excellence.|Excellence
1056|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Make it a life-rule to give your best to whatever passes through your hands. Stamp it with your manhood. Let superiority be your trademark...|Excellence
1057|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|People who have accomplished work worthwhile have had a very high sense of the way to do things. They have not been content with mediocrity. They have not confined themselves to the beaten tracks; they have never been satisfied to do things just as others so them, but always a little better. They always pushed things that came to their hands a little higher up, this little farther on, that counts in the quality of life's work. It is constant effort to be first-class in everything one attempts that conquers the heights of excellence.|Excellence
1058|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Put the uncommon effort into the common task... make it large by doing it in a great way.|Excellence
1059|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Superiority -- doing things a little better than anybody else can do them.|Excellence
1060|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|The greatest thing a man can do in this world is to make the most possible out of the stuff that has been given him. This is success, and there is no other.|Excellence
1061|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|There is an infinite difference between a little wrong and just right, between fairly good and the best, between mediocrity and superiority...|Excellence
1062|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|There is only one thing for us to do, and that is to do our level best right where we are every day of our lives; To use our best judgment, and then to trust the rest to that Power which holds the forces of the universe in his hands.|Excellence
1063|Brigham|Young|1801-1877, American Mormon Leader|We should never permit ourselves to do anything that we are not willing to see our children do.|Example
1064|Edward|Young|1683-1765, British Poet, Dramatist|Illustrious examples engross, prejudice, and intimidate. They engross our attention, and so prevent a due inspection of ourselves; they prejudice our judgment in favor of their abilities, and so lessen the sense of our own; and they intimidate us with the|Example
1065|Stephen  B.|Leacock|1869-1944, Canadian Humorist, Economist|Lord Ronald said nothing; he flung himself from the room, flung himself upon his horse and rode madly off in all directions.|Exasperation
1066|Hans|Richter|1843-1916, German Conductor|Your damned nonsense can I stand twice or once, but sometimes always, by God, never.|Exasperation
1067|Rev.  W.|A. Spooner|1844-1930, Warden of New College, Oxford|Sir, you have tasted two whole worms; you have hissed all my mystery lectures and been caught fighting a liar in the quad; you will leave by the next town drain.|Exasperation
1068|Shana|Alexander|1925-, American Writer, Editor|The sad truth is that excellence makes people nervous.|Excellence
1069||Aristotle|BC 384-322, Greek Philosopher|Excellence is an art won by training and habituation. We do not act rightly because we have virtue or excellence, but we rather have those because we have acted rightly. We are what we repeatedly do. Excellence, then, is not an act but a habit.|Excellence
1070||Aristotle|BC 384-322, Greek Philosopher|It is the mark of an instructed mind to rest satisfied with the degree of precision which the nature of the subject admits and not to seek exactness when only an approximation of the truth is possible.|Excellence
1071||Aristotle|BC 384-322, Greek Philosopher|Pleasure in the job puts perfection in the work.|Excellence
1072|Bob|Beamon|1946, American Track Athlete, Long Jump|Whatever you do, don't do it halfway.|Excellence
1073|Ivan|Benson||Resolve to make each day the very best and don't let anyone get in your way. If they do, step on them.|Excellence
1074|Wendell|Berry|American  Social Critic|It is not from ourselves that we learn to be better than we are.|Excellence
1075|Ken|Blanchard|American Business Lecturer, Author|People who produce good results feel good about themselves.|Excellence
1076|Humphrey|Bogart|1899-1957, American Film Actor|All you owe the public is a good performance.|Excellence
